Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Europe,Belgium,2007,76.6,women,25.1,122,5.35,1940,281,629,5446412,0.709200974
Americas,Belize,2007,66.8,women,29.7,121,4.73,5.55,6.15,5.36,148995,2.747377785
Africa,Benin,2007,56.8,women,23.6,130,4.25,74.3,211,139,4260764,2.850921871
Asia,Bhutan,2007,66,women,22.8,125,4.51,6.2,3.63,9.4,315351,1.070475079
Europe,Bosnia and Herzegovina,2007,72.8,women,26.3,133,4.75,384,168,215,1914514,-0.068482211
Africa,Botswana,2007,53.2,women,26,133,4.73,42,20.6,21.1,959935,1.952631299
Americas,Brazil,2007,69,women,25.9,125,4.88,9060,3180,6020,96229936,1.085495917
Europe,Bulgaria,2007,69.6,women,25.5,129,5.05,665,287,686,3888806,-0.728326412
Africa,Burkina Faso,2007,54.1,women,21.6,130,4.08,82.3,324,284,7206343,2.955920077
Africa,Burundi,2007,51.8,women,21.2,134,4.14,48.3,119,126,3982782,3.278995875
Asia,Cambodia,2007,62.3,women,21.6,118,4.54,377,169,373,7032430,1.427016243
Africa,Cameroon,2007,53.1,women,24.8,127,4.3,217,555,369,938981,2.742975641
Americas,Canada,2007,78.3,women,26.6,119,5.16,9860,667,2360,16598588,1.188967879
Africa,Central African Republic,2007,44.2,women,22.3,130,4.27,61.5,75.1,99.6,2121636,1.904921094
Africa,Chad,2007,47.9,women,21.8,128,4.11,80.7,220,164,5424702,3.429273942
Americas,Chile,2007,75.2,women,27.8,126,5.01,927,385,1130,8395791,1.070536495
Asia,China,2007,73.1,women,22.9,124,4.58,153000,1.00E+05,130000,654460412,0.550119859
Americas,Colombia,2007,69.1,women,26.2,124,4.89,1520,847,2100,22303332,1.244720003
Africa,Comoros,2007,59.2,women,22.4,132,4.33,3.43,8.12,5.14,318386,2.407189404
Americas,Costa Rica,2007,76,women,26.9,121,4.9,82.8,75.2,230,2197124,1.38137595
Europe,Croatia,2007,72.4,women,25.1,131,5.04,762,191,463,2261031,-0.203254186
Americas,Cuba,2007,76.5,women,26.4,126,4.67,1550,325,337,5647112,-0.047470757
Asia,Cyprus,2007,76.8,women,25.9,123,5.2,49.8,13.7,33.4,527828,2.07780554
Europe,Denmark,2007,76.3,women,25.1,120,5.43,2080,128,247,2759062,0.438512189
Africa,Djibouti,2007,57.4,women,24.3,129,4.66,3.84,11.7,7.02,391252,-0.018399076
Americas,Dominican Republic,2007,69.1,women,26.7,126,4.66,261,208,165,464311,1.337633806
Americas,Ecuador,2007,71.6,women,27,123,4.82,313,380,855,7129752,1.708491043
Africa,Egypt,2007,67.5,women,30,125,4.9,1100,2420,1040,38741311,1.73442929
Americas,El Salvador,2007,66.3,women,27.7,120,4.71,150,152,305,3202064,0.596024243
Africa,Equatorial Guinea,2007,53.7,women,24.4,132,4.81,12.2,10.1,6.83,381027,4.110857911
Africa,Eritrea,2007,58.3,women,21,125,4.19,22.9,51.5,47.4,1500626,2.659622138
Europe,Estonia,2007,68.2,women,25.1,130,5.25,170,46.6,209,719506,-0.401849922
Africa,Ethiopia,2007,57,women,20.6,126,4.18,446,1130,1080,40439539,2.781187971
Oceania,Fiji,2007,66,women,29.1,127,5.02,13.6,12.5,13.9,409282,0.95408644
Europe,Finland,2007,76,women,25.6,127,5.35,741,193,349,2702019,0.333489539
Europe,France,2007,77.2,women,24.8,121,5.34,7720,1930,3110,31915779,0.578697073
Africa,Gabon,2007,60.4,women,25.8,131,4.9,25.9,39.4,26.2,732793,2.716663022
Africa,Gambia,2007,57.5,women,24.6,130,4.24,6.7,63.8,7.54,825627,3.066039502
Asia,Georgia,2007,68.7,women,26.3,131,4.71,174,111,240,2180831,-0.532722527
Europe,Germany,2007,76.9,women,25.7,125,5.4,16500,2500,8270,4151306,-0.29881971
Africa,Ghana,2007,58.8,women,24.2,128,4.18,139,503,400,11358621,2.587033448
Europe,Greece,2007,77.2,women,24.9,123,4.93,1340,610,851,5633101,-0.415302992
Americas,Grenada,2007,69.5,women,27.2,126,4.72,3.56,2.8,3.52,52236,0.057464659
Americas,Guatemala,2007,67.2,women,26.7,121,4.54,203,599,877,6977887,2.234485285
Africa,Guinea,2007,54,women,22.4,132,4.17,72.5,370,176,4981776,2.282404521
Africa,Guinea-Bissau,2007,52.8,women,22.8,131,4.08,14.7,42.6,38.8,729537,2.385266251
Americas,Guyana,2007,63.3,women,26.4,125,4.39,12.9,11.9,14.9,373823,0.250745532
Americas,Haiti,2007,58,women,23.2,125,4.36,263,136,389,481461,1.591775611
Americas,Honduras,2007,69.5,women,26.6,123,4.58,112,133,267,3917032,2.249977094
Europe,Hungary,2007,69.5,women,25.9,129,5.18,2960,332,833,5268849,-0.303827542
Europe,Iceland,2007,79.5,women,25.9,119,5.59,81.6,4.54,16.7,151794,1.688851969
Asia,India,2007,64.5,women,21.3,123,4.5,13000,7220,33000,567579951,1.51674795
Asia,Indonesia,2007,65.6,women,22.9,127,4.69,2820,3120,5510,115537042,1.247573094
Asia,Iraq,2007,65.4,women,28.3,126,4.89,422,209,248,13811949,1.691357638
Europe,Ireland,2007,77.2,women,26.6,125,5.34,777,78.1,217,2168305,2.306334174
Asia,Israel,2007,78.8,women,27.2,122,5.18,562,108,269,3468652,2.477007572
Europe,Italy,2007,78.6,women,24.8,124,5.33,10400,4040,7870,30257431,0.425553736
Americas,Jamaica,2007,71.5,women,27.1,125,4.7,96.7,46.5,92,1395341,0.426871838
Asia,Japan,2007,79.1,women,21.9,122,5.19,26300,15200,36700,65577155,0.094080001
Asia,Jordan,2007,71.5,women,29.2,122,5.06,72.4,28.7,63.5,3042189,4.66302972
Asia,Kazakhstan,2007,60.5,women,26.5,129,4.93,689,430,1140,8127611,0.899598729
Africa,Kenya,2007,57.2,women,23,130,4.38,230,260,618,19496920,2.793038072
Oceania,Kiribati,2007,62,women,31.1,122,4.72,1.86,2.17,1.06,48986,2.335589538
Asia,Kuwait,2007,73,women,31,124,5.21,24.3,13.9,12.8,1039224,6.321654454
Europe,Latvia,2007,66,women,25.6,130,5.19,250,63.2,357,119098,-1.186282335
Asia,Lebanon,2007,75.8,women,27.6,128,4.98,253,41.6,114,2337468,0.118258951
Africa,Lesotho,2007,46.8,women,26.7,131,4.26,47.5,29.6,44.3,1024996,-0.247484524
Africa,Liberia,2007,56.3,women,23.1,131,4.07,21.9,100,71.7,1729872,3.955967484
Africa,Libya,2007,69.4,women,29.1,133,4.72,66.3,62.2,61.2,2905616,1.701039931
Europe,Lithuania,2007,66.1,women,26,131,5.17,278,83.2,464,1751057,-1.165654179
Europe,Luxembourg,2007,76.6,women,26.1,123,5.47,84,16.8,30.9,240087,1.887633202
Africa,Madagascar,2007,60.7,women,20.7,133,4.31,104,234,194,9755836,2.924449694
Africa,Malawi,2007,50.8,women,22.8,133,4.35,66.3,148,87.4,6777615,2.852989568
Asia,Malaysia,2007,71.6,women,25.3,124,5.11,1050,377,409,12981865,1.808927078
Asia,Maldives,2007,74.2,women,26.3,123,4.89,2.2,1.51,1.93,1583,1.794096843
Africa,Mali,2007,52.9,women,22.9,128,4.15,75,556,395,6846126,3.307655279
Europe,Malta,2007,77.6,women,27,125,5.25,26.2,6.09,18.5,205653,0.393954483
Africa,Mauritania,2007,59.6,women,26.1,130,4.29,29,87.9,50.4,1603818,2.857703563
Africa,Mauritius,2007,69.4,women,26,131,4.92,36.9,20.5,35.2,622324,0.467690301
Americas,Mexico,2007,73.2,women,28.6,122,5.13,2300,2600,3470,55789026,1.486520612
Asia,Mongolia,2007,62.2,women,25.6,130,4.72,76.8,497,230,1305021,1.428210579
Europe,Montenegro,2007,71.7,women,25.6,130,5.01,82.2,18.3,17.6,314347,0.216470918
Africa,Morocco,2007,71.1,women,26.1,127,4.7,361,134,446,15789074,1.230759979
Africa,Mozambique,2007,51,women,23.2,135,4.38,134,570,310,11241381,2.73857898
Asia,Myanmar,2007,62.1,women,22.3,123,4.51,922,813,1460,25653374,0.711463332
Africa,Namibia,2007,53,women,25,133,4.6,15.8,7.53,12.7,1037962,1.750107096
Asia,Nepal,2007,65.3,women,20.6,126,4.28,434,155,690,13263376,1.147588015
Europe,Netherlands,2007,77.8,women,25.4,122,5.29,4620,367,1380,8316612,0.375172273
Oceania,New Zealand,2007,78.1,women,27.3,119,5.22,792,68.9,189,2158032,1.083658837
Americas,Nicaragua,2007,69.6,women,27.4,123,4.57,63.7,119,132,2833769,1.429288824
Africa,Niger,2007,53.9,women,21.9,135,4,96,279,211,7362489,3.752236049
Africa,Nigeria,2007,48.6,women,23.6,135,4.12,742,3600,1010,72396969,2.633600554
Europe,Norway,2007,78.1,women,25.7,126,5.33,1120,70,260,2372001,0.850554168
Asia,Oman,2007,73,women,26.6,127,5.06,15.5,13.4,22.9,1125769,1.558420704
Asia,Pakistan,2007,63.4,women,23.4,127,4.56,1670,1600,2010,81301352,2.334145133
Americas,Panama,2007,73.5,women,27.5,123,4.92,77.4,51.7,146,1716603,1.861101007
Oceania,Papua New Guinea,2007,61.7,women,25.6,120,4.75,143,80.8,182,3345527,2.428442271
Americas,Paraguay,2007,69.6,women,25.8,124,4.79,147,56.7,134,2950679,1.401423211
Americas,Peru,2007,70.4,women,26,120,4.76,826,732,1570,14202697,0.802083169
Asia,Philippines,2007,64.8,women,23.4,122,4.92,2700,1490,917,44408074,1.635582208
Europe,Poland,2007,71.3,women,25.9,130,5.16,5760,804,2070,19801199,0.038982528
Europe,Portugal,2007,75.8,women,26.1,128,5.17,837,260,1300,5476774,0.454402054
Asia,Qatar,2007,75.9,women,28.8,127,5.26,5.01,4.09,5.21,335121,9.469444553
Europe,Romania,2007,69.4,women,25.2,129,4.91,1790,846,1250,10801643,-0.850090332
Africa,Rwanda,2007,57.5,women,22,135,4.29,59.6,132,88.4,4732973,2.515221962
Oceania,Samoa,2007,68.9,women,33.4,126,4.68,1.86,1.29,3.16,87907,0.754163371
Africa,Sao Tome and Principe,2007,63.3,women,24.7,136,4.19,2.58,0.71,5.08,83654,2.627833939
Asia,Saudi Arabia,2007,71.9,women,29.5,127,4.86,255,431,194,11085954,2.508159262
Africa,Senegal,2007,60.5,women,24.2,130,4.25,90.9,279,201,598704,2.750774487
Europe,Serbia,2007,70.4,women,25.6,131,5.08,1430,335,503,4644608,-0.506719523
Africa,Seychelles,2007,68.1,women,27.9,129,5.2,2.68,1.29,1.62,44495,-0.103275634
Africa,Sierra Leone,2007,44.6,women,23.8,135,4.06,43.5,143,122,3011782,2.719220969
Asia,Singapore,2007,78.5,women,22.9,122,5.22,383,124,209,2238,3.250642087
Europe,Slovenia,2007,74.8,women,26.6,130,5.21,330,52,185,1023523,0.210991533
Oceania,Solomon Islands,2007,65.9,women,28.7,124,4.67,9.42,6.65,12.1,241414,2.444261502
Africa,Somalia,2007,51.5,women,22.6,131,4.33,47.7,135,142,5540083,2.969644669
Africa,South Africa,2007,50.6,women,29.3,131,4.68,1640,802,807,24895876,1.287813261
Europe,Spain,2007,77.9,women,26.3,122,5.13,3590,1580,3560,22981704,1.490909266
Asia,Sri Lanka,2007,70.7,women,23,125,4.67,291,163,377,10106989,0.992348075
Africa,Sudan,2007,59.6,women,23,130,4.54,520,363,582,16171077,2.326186944
Americas,Suriname,2007,66.2,women,27.6,125,4.75,17.6,11.2,10,253479,1.191645309
Europe,Sweden,2007,78.9,women,25.1,123,4.99,1800,223,483,4611383,0.64493839
Europe,Switzerland,2007,79.1,women,24.1,120,5.25,1320,193,401,3839788,0.949370832
Asia,Tajikistan,2007,65.8,women,23.8,130,4.33,75.3,78.7,235,35062,1.935501127
Asia,Thailand,2007,69.5,women,24.3,121,5.1,5320,5020,1590,33679474,0.631595629
Asia,Timor-Leste,2007,64.5,women,21.4,123,4.4,17.8,8.75,14.7,512801,1.94486082
Africa,Togo,2007,54.9,women,22.6,131,4.09,51.7,134,95,2987877,2.67826736
Oceania,Tonga,2007,69,women,34,126,4.91,4.37,4.28,3.57,5117,0.883245929
Americas,Trinidad and Tobago,2007,65.8,women,28.2,125,4.8,30.4,17.4,24.8,659859,0.492212474
Africa,Tunisia,2007,72.2,women,27.8,129,4.87,141,53.9,167,5155243,1.081531206
Asia,Turkey,2007,69.8,women,28.2,124,4.81,2570,720,2050,35351055,1.222496471
Asia,Turkmenistan,2007,62,women,24.6,129,4.64,59.9,67.1,112,2474709,1.252362833
Africa,Uganda,2007,53,women,22.4,134,4.28,248,504,298,14981114,3.289975454
Europe,Ukraine,2007,62.3,women,26.1,132,4.89,3050,826,6300,24908835,-0.413676388
Asia,United Arab Emirates,2007,75.1,women,29.5,122,5.29,24.1,14.4,19.6,1651188,10.60983224
Europe,United Kingdom,2007,77.4,women,26.9,125,5.38,18900,1590,3720,31321021,0.974400213
Americas,United States,2007,75.5,women,28.3,119,5.17,97000,6860,10600,152218441,0.942787573
Americas,Uruguay,2007,72.4,women,26.4,124,4.82,283,34.1,239,1725707,0.218299275
Asia,Uzbekistan,2007,65.9,women,25.3,124,4.43,430,391,895,13685371,1.479017511
Oceania,Vanuatu,2007,68.1,women,28.3,132,4.74,4.74,2.5,4.56,107736,2.490534447
Asia,Yemen,2007,61.2,women,26,126,4.59,261,163,390,10556029,2.874333733
Africa,Zambia,2007,50.6,women,22.9,132,4.46,66.7,193,162,6327444,2.744032837
Africa,Zimbabwe,2007,46.6,women,24.6,132,4.34,188,384,335,6408522,0.953625292
Asia,Afghanistan,2008,59.1,women,21.1,125,4.24,396,249,911,13496556,2.545167097
Europe,Albania,2008,73.5,women,25.7,129,4.88,160,74.5,138,1493764,-1.081782663
Africa,Algeria,2008,72.8,women,26.4,130,4.82,281,154,372,17189426,1.69403426
Africa,Angola,2008,53.6,women,23.5,130,4.53,206,254,253,10957506,3.852575391
Americas,Antigua and Barbuda,2008,72.6,women,27.5,125,4.92,1.87,1.47,2.2,44663,1.479142052
Americas,Argentina,2008,71.4,women,27.5,119,5.07,2840,784,1670,20589210,0.971382955
Asia,Armenia,2008,69.6,women,27.1,133,4.8,204,147,192,1544816,-0.726294536
Oceania,Australia,2008,79.3,women,26.9,117,5.2,3940,376,1160,10668128,1.925857758
Europe,Austria,2008,77.4,women,25.1,124,5.27,1590,318,741,4281346,0.283798249
Asia,Azerbaijan,2008,67.1,women,27.5,129,4.66,239,242,528,4459776,1.013675583
Americas,Bahamas,2008,71.3,women,29.1,124,5.17,12.3,5.93,12,177029,1.917696231
Asia,Bahrain,2008,75,women,28.8,130,5.16,19.2,6.09,9.17,424602,6.115747093
Asia,Bangladesh,2008,68.4,women,20.6,125,4.36,3110,784,2600,70738452,1.337891432
Americas,Barbados,2008,72.2,women,29.2,126,4.93,9.9,7.01,14.7,145651,0.46212952
Europe,Belarus,2008,63.9,women,26.6,130,5.07,430,162,1280,5053329,-0.215609504
Europe,Belgium,2008,76.9,women,25.1,122,5.33,2040,295,634,5486586,0.737623228
Americas,Belize,2008,66.9,women,29.8,121,4.72,5.83,6.37,5.58,153039,2.71418504
Africa,Benin,2008,57.2,women,23.7,130,4.24,77.7,216,144,4381293,2.828811922
Asia,Bhutan,2008,66.6,women,22.9,125,4.51,6.4,3.76,9.36,318644,1.044233251
Europe,Bosnia and Herzegovina,2008,73,women,26.4,133,4.75,398,175,215,1910269,-0.22172729
Africa,Botswana,2008,54.6,women,26.1,133,4.74,42.5,21,20.5,978824,1.967737399
Americas,Brazil,2008,69.4,women,26,125,4.87,9410,3290,6080,97231896,1.041214451
Europe,Bulgaria,2008,69.8,women,25.5,129,5.04,676,284,666,3861041,-0.713972361
Africa,Burkina Faso,2008,54.9,women,21.6,131,4.07,84.9,330,290,7420314,2.969203658
Africa,Burundi,2008,52.2,women,21.3,134,4.13,49.6,122,124,4114011,3.294907931
Asia,Cambodia,2008,63.1,women,21.7,118,4.55,387,174,372,7131010,1.401791415
Africa,Cameroon,2008,53.5,women,24.9,127,4.29,219,562,373,9648222,2.752047166
Americas,Canada,2008,78.6,women,26.7,118,5.14,10100,712,2420,16800443,1.216097417
Africa,Central African Republic,2008,44.8,women,22.4,131,4.26,63,76.2,99.5,2159049,1.763403336
Africa,Chad,2008,48.3,women,21.9,128,4.1,84.5,225,171,5606877,3.358248988
Americas,Chile,2008,75.4,women,27.9,126,5,965,402,1140,8485911,1.07339499
Asia,China,2008,73.3,women,22.9,124,4.61,159000,101000,130000,658058462,0.549773513
Americas,Colombia,2008,69.3,women,26.2,124,4.87,1560,864,2110,22567928,1.186351887
Africa,Comoros,2008,59.5,women,22.4,132,4.32,3.51,8.4,5.24,326070,2.413422701
Americas,Costa Rica,2008,76.1,women,27,121,4.9,84,77.5,239,2226713,1.346715069
Europe,Croatia,2008,72.7,women,25.2,130,5.03,801,195,469,2255834,-0.229850895
Americas,Cuba,2008,76.7,women,26.6,126,4.67,1600,332,344,5642859,-0.075312832
Asia,Cyprus,2008,76.9,women,25.9,123,5.19,53.2,14.7,36.5,538701,2.059951348
Europe,Denmark,2008,76.6,women,25.1,120,5.42,2120,131,244,2772095,0.472370683
Africa,Djibouti,2008,57.9,women,24.4,129,4.66,4,12.1,7.15,390538,-0.18249108
Americas,Dominican Republic,2008,69.3,women,26.9,126,4.68,271,211,169,4705133,1.33580725
Americas,Ecuador,2008,71.8,women,27.1,123,4.82,324,391,865,725059,1.69484156
Africa,Egypt,2008,67.7,women,30.1,125,4.92,1150,2630,1110,39425763,1.766723898
Americas,El Salvador,2008,66.6,women,27.8,120,4.71,153,157,309,3220666,0.580937795
Africa,Equatorial Guinea,2008,54,women,24.5,132,4.82,12.8,10.3,6.77,396805,4.140913898
Africa,Eritrea,2008,59,women,21.1,126,4.17,23.7,53,48.7,1533460,2.1880202
Europe,Estonia,2008,68.8,women,25.2,130,5.23,171,48,204,716859,-0.367891303
Africa,Ethiopia,2008,58,women,20.7,127,4.18,462,1160,1050,41560859,2.772830818
Oceania,Fiji,2008,66.2,women,29.3,128,5.03,13.7,13.1,14.3,413666,1.071144101
Europe,Finland,2008,76.3,women,25.6,127,5.34,771,196,344,2711722,0.359101842
Europe,France,2008,77.5,women,24.8,120,5.33,8220,2000,3160,32086284,0.534234179
Africa,Gabon,2008,60.9,women,25.9,130,4.9,25.3,39.4,26.1,753750,2.859879939
Africa,Gambia,2008,57.8,women,24.8,130,4.23,6.99,65.8,7.62,850683,3.034784473
Asia,Georgia,2008,68.6,women,26.4,131,4.71,181,114,244,2168655,-0.558319283
Europe,Germany,2008,77.1,women,25.7,125,5.37,17100,2540,8280,41379657,-0.321351883
Africa,Ghana,2008,59.3,women,24.3,128,4.17,145,518,420,11652113,2.583869996
Europe,Greece,2008,77.3,women,24.9,123,4.93,1410,605,858,5602025,-0.551667723
Americas,Grenada,2008,69.8,women,27.3,126,4.71,3.6,2.79,3.5,52288,0.099548204
Americas,Guatemala,2008,67.5,women,26.8,121,4.54,204,628,884,7131454,2.200766507
Africa,Guinea,2008,54.7,women,22.4,132,4.16,75.2,379,179,5097790,2.328767893
Africa,Guinea-Bissau,2008,53,women,22.9,131,4.06,15.2,43.1,39.6,747084,2.405224135
Americas,Guyana,2008,63.5,women,26.5,125,4.39,13.4,12,15.1,374966,0.305759678
Americas,Haiti,2008,58.4,women,23.3,125,4.36,270,140,392,4890335,1.572816905
Americas,Honduras,2008,69.6,women,26.7,123,4.57,117,138,271,4002312,2.177158624
Europe,Hungary,2008,69.9,women,26,129,5.17,3070,324,833,5251902,-0.321645202
Europe,Iceland,2008,79.7,women,26,119,5.58,83,4.72,16.4,154428,1.735246452
Asia,India,2008,64.8,women,21.3,123,4.48,13300,7440,33200,575948779,1.47447562
Asia,Indonesia,2008,65.7,women,23,126,4.71,2860,3180,5520,116983222,1.251702463
Asia,Iraq,2008,65.4,women,28.4,126,4.89,465,213,254,14047922,1.708469963
Europe,Ireland,2008,77.5,women,26.6,125,5.32,799,81.6,221,2216519,2.22358017
Asia,Israel,2008,79.1,women,27.3,121,5.17,573,111,267,3556010,2.518499982
Europe,Italy,2008,78.9,women,24.8,124,5.36,10900,4100,7980,30375911,0.39157323
Americas,Jamaica,2008,71.8,women,27.2,125,4.7,98.5,46.6,93.4,1400790,0.39051386
Asia,Japan,2008,79.3,women,21.9,122,5.19,27200,15500,37000,65624069,0.071540158
Asia,Jordan,2008,71.6,women,29.2,121,5.03,77.2,30.4,65.9,3197087,5.091662615
Asia,Kazakhstan,2008,61.1,women,26.6,129,4.93,664,420,1070,8204799,0.949700964
Africa,Kenya,2008,58.6,women,23.1,130,4.37,236,268,628,20040720,2.789158493
Oceania,Kiribati,2008,62.1,women,31.3,122,4.73,1.87,2.21,1.07,50127,2.329236925
Asia,Kuwait,2008,73.1,women,31.2,123,5.19,26.6,15.3,14.1,1111105,6.916795609
Europe,Latvia,2008,66.4,women,25.6,130,5.18,248,66,351,1176689,-1.199936187
Asia,Lebanon,2008,76.2,women,27.7,128,4.97,265,42.6,113,2337491,0.000983971
Africa,Lesotho,2008,47.6,women,26.8,131,4.27,47.6,30,46.4,1024133,-0.084195451
Africa,Liberia,2008,57.3,women,23.2,131,4.05,23.3,104,74.9,1802372,4.191061535
Africa,Libya,2008,69.4,women,29.2,134,4.69,69.8,64.1,62.3,295278,1.623201414
Europe,Lithuania,2008,66.4,women,26,131,5.15,290,86.1,476,1729330,-1.240793418
Europe,Luxembourg,2008,77,women,26.1,122,5.45,86,17.2,30.5,245072,2.076330663
Africa,Madagascar,2008,61.1,women,20.7,133,4.3,107,242,198,10037735,2.889542219
Africa,Malawi,2008,52.2,women,22.9,134,4.36,68.6,151,88,6974134,2.899530292
Asia,Malaysia,2008,71.7,women,25.4,124,5.12,1100,389,421,13212119,1.77365887
Asia,Maldives,2008,74.6,women,26.4,123,4.91,2.28,1.57,1.9,161102,1.770056854
Africa,Mali,2008,53.6,women,23.1,128,4.14,77.5,570,392,7072303,3.303722426
Europe,Malta,2008,77.8,women,27.1,124,5.24,27.2,6.12,18.2,206484,0.404078715
Africa,Mauritania,2008,59.9,women,26.3,130,4.27,30.1,89.1,51.6,1649899,2.873206311
Africa,Mauritius,2008,69.6,women,26.1,131,4.92,37.9,20.8,34.6,625010,0.431607973
Americas,Mexico,2008,73.4,women,28.7,122,5.15,2340,2670,3640,56615017,1.480561786
Asia,Mongolia,2008,62.6,women,25.7,130,4.71,78.4,531,229,1324955,1.527484998
Europe,Montenegro,2008,72.1,women,25.7,129,5,83.1,18.2,17.3,314971,0.198506746
Africa,Morocco,2008,71.6,women,26.2,127,4.69,377,137,448,15986463,1.250161979
Africa,Mozambique,2008,51.6,women,23.3,135,4.37,139,586,310,11546279,2.712282414
Asia,Myanmar,2008,62.4,women,22.5,123,4.54,945,823,1440,25829264,0.685640805
Africa,Namibia,2008,53.9,women,25.1,133,4.6,16.1,7.8,12.6,105663,1.798524416
Asia,Nepal,2008,65.7,women,20.7,126,4.27,446,160,698,13411546,1.117136391
Europe,Netherlands,2008,78.1,women,25.5,122,5.28,4840,391,1390,8345105,0.342603454
Oceania,New Zealand,2008,78.4,women,27.4,119,5.19,828,71.6,190,2179843,1.010689369
Americas,Nicaragua,2008,69.9,women,27.6,124,4.57,66.3,124,134,2874141,1.424675053
Africa,Niger,2008,54.7,women,22,135,3.97,100,286,219,7640715,3.778966597
Africa,Nigeria,2008,49.2,women,23.7,136,4.12,755,3590,976,74317325,2.652536462
Europe,Norway,2008,78.4,women,25.7,126,5.32,1150,73.5,254,2394041,0.929173301
Asia,Oman,2008,73.3,women,26.7,127,5.05,16.5,14.3,22.5,1145584,1.760130187
Asia,Pakistan,2008,63.7,women,23.4,127,4.55,1690,1650,2030,83184598,2.316377223
Americas,Panama,2008,73.6,women,27.7,123,4.93,81.5,53.5,154,1748284,1.845563593
Oceania,Papua New Guinea,2008,61.9,women,25.8,120,4.76,148,83.4,187,3427754,2.457819052
Americas,Paraguay,2008,69.8,women,25.9,124,4.78,151,58.2,135,2990188,1.338979943
Americas,Peru,2008,70.6,women,26,120,4.75,857,753,1610,14315467,0.794004125
Asia,Philippines,2008,64.9,women,23.5,122,4.93,2780,1640,926,45105958,1.571525034
Europe,Poland,2008,71.5,women,25.9,130,5.15,5980,803,2050,19809415,0.041492437
Europe,Portugal,2008,76.1,women,26.2,127,5.16,857,266,1290,5499769,0.419863956
Asia,Qatar,2008,76,women,28.9,126,5.25,5.72,4.49,5.69,367134,9.552669036
Europe,Romania,2008,69.8,women,25.2,129,4.9,1870,867,1270,10705935,-0.886050391
Africa,Rwanda,2008,59,women,22.1,135,4.29,62.5,137,88,4859345,2.670034247
Oceania,Samoa,2008,69.4,women,33.7,126,4.69,1.9,1.31,3.21,8858,0.765581808
Africa,Sao Tome and Principe,2008,63.6,women,24.9,136,4.17,2.62,0.71,4.96,85878,2.658569823
Asia,Saudi Arabia,2008,72,women,29.6,127,4.84,274,439,197,11371436,2.575168542
Africa,Senegal,2008,61.2,women,24.3,130,4.24,96.5,285,209,6153634,2.782577033
